Date,Close/Last,Volume,Open,High,Low
09/15/2021,183.92,5147309,182.32,184.215,180.98
09/14/2021,182.74,4231237,183.70,183.94,181.98
09/13/2021,183.35,5767325,183.72,183.87,181.55
09/10/2021,182.90,4813633,185.01,185.18,182.82
09/09/2021,184.03,4357399,184.41,185.56,183.96
09/08/2021,184.27,3692758,184.01,184.705,182.76
09/07/2021,184.06,4375270,183.60,184.50,183.52
09/03/2021,183.52,3444849,183.15,183.57,182.36
09/02/2021,183.63,3357643,184.13,184.695,183.35
09/01/2021,183.64,4099168,184.28,184.62,183.505
08/31/2021,183.65,4777883,183.38,183.74,182.62
08/30/2021,183.21,3683341,182.36,183.83,182.25
08/27/2021,181.84,3982446,180.60,182.155,180.30
08/26/2021,180.20,3697138,181.26,181.35,179.83
08/25/2021,181.88,3633349,181.18,182.11,180.84
08/24/2021,181.18,2895826,180.67,181.70,180.35
08/23/2021,179.91,3445183,178.57,180.32,178.39
08/20/2021,177.62,3309224,176.21,177.8181,176.05
08/19/2021,175.93,5667299,175.54,177.20,174.87
08/18/2021,177.06,4999073,176.38,178.88,176.17
08/17/2021,176.43,5532624,178.44,178.44,174.95
08/16/2021,180.72,3328796,180.50,180.86,178.81
08/13/2021,181.56,2468219,182.20,182.30,181.19
08/12/2021,182.08,2615611,181.88,182.17,180.62
08/11/2021,182.00,2750365,181.87,182.27,181.20
08/10/2021,181.47,2600524,180.96,182.15,180.56
08/09/2021,180.76,2780326,181.05,181.20,180.32
08/06/2021,181.01,2911137,182.50,182.61,180.81
08/05/2021,182.25,2700604,181.07,182.38,180.93
08/04/2021,180.52,3956466,181.90,182.18,180.52
08/03/2021,182.29,4223109,181.69,182.34,180.09
08/02/2021,180.95,3651451,181.90,182.38,180.76
07/30/2021,180.43,4663590,180.43,182.095,180.09
07/29/2021,184.22,3653691,182.99,184.69,182.87
07/28/2021,182.17,2986882,182.55,183.2044,181.30
07/27/2021,182.76,3679890,184.51,184.51,180.80
07/26/2021,184.63,3447513,183.37,184.65,182.90
07/23/2021,183.27,3504462,182.27,183.57,181.84
07/22/2021,181.65,4030888,180.72,181.86,179.81
07/21/2021,180.87,4092741,179.88,180.97,179.83
07/20/2021,179.22,4919011,176.49,179.69,175.62
07/19/2021,175.97,8044419,175.14,176.01,173.77
07/16/2021,178.01,4212380,180.77,180.98,177.8692
07/15/2021,180.23,3333752,180.89,181.71,178.97
07/14/2021,181.21,3741973,182.54,182.75,181.11
07/13/2021,181.54,6196427,183.38,183.68,181.385
07/12/2021,183.74,5407275,182.70,183.79,182.555
07/09/2021,182.49,2816441,181.58,182.61,181.37
07/08/2021,180.80,5641793,178.43,181.40,177.64
07/07/2021,181.25,3347081,181.84,182.29,179.97
07/06/2021,181.35,3896040,181.41,181.88,179.705
07/02/2021,181.14,2901718,180.00,181.17,179.83
07/01/2021,179.56,3105437,178.99,179.60,178.84
06/30/2021,178.55,2899311,178.21,179.36,178.21
06/29/2021,178.41,2314644,178.08,178.78,177.89
06/28/2021,177.97,2792062,177.95,178.13,177.03
06/25/2021,177.93,4974593,178.65,178.75,177.55
06/24/2021,176.81,3979477,177.55,177.94,176.46
06/23/2021,176.21,2658923,175.20,176.56,175.11
06/22/2021,174.86,3370281,173.36,175.555,173.24
06/21/2021,173.23,4803679,172.46,173.67,171.99
06/18/2021,172.16,6995647,171.80,172.83,171.38
06/17/2021,173.07,4633524,172.00,173.69,171.60
06/16/2021,172.42,4707076,172.49,172.83,170.93
06/15/2021,172.34,2829844,173.28,173.28,171.74
06/14/2021,173.26,2885055,173.22,173.59,172.25
06/11/2021,173.21,2734178,172.56,173.23,172.28
06/10/2021,172.27,2612492,171.77,172.58,171.25
06/09/2021,171.46,3565787,172.89,172.995,171.39
06/08/2021,172.41,3062429,172.17,172.96,171.24
06/07/2021,171.03,3194996,170.90,171.13,169.73
06/04/2021,171.03,3216726,170.61,171.18,170.13
06/03/2021,169.67,4351398,170.61,171.07,169.38
06/02/2021,171.71,3531628,172.67,172.685,171.07
06/01/2021,172.51,4680590,173.87,173.9889,172.20
05/28/2021,172.84,3227221,173.80,173.80,172.43
05/27/2021,173.08,3891780,173.03,173.47,172.50
05/26/2021,172.39,3736873,171.57,173.12,171.40
05/25/2021,170.76,3566929,170.99,171.54,169.69
05/24/2021,170.22,3363363,169.46,171.02,168.88
05/21/2021,168.55,3885631,170.53,170.53,168.475
05/20/2021,169.40,4534058,168.51,169.77,168.2935
05/19/2021,167.68,7060207,166.34,167.77,165.49
05/18/2021,169.10,3878442,170.81,171.58,169.08
05/17/2021,170.43,5222463,170.23,170.83,168.91
05/14/2021,170.74,4105949,169.42,171.105,168.94
05/13/2021,167.83,7042133,167.81,169.45,166.02
05/12/2021,166.65,7061981,170.52,171.33,166.28
05/11/2021,172.49,7110357,171.53,173.1492,169.81
05/10/2021,174.46,3488011,177.68,177.68,174.44
05/07/2021,177.62,3375197,176.73,178.10,175.81
05/06/2021,176.04,3925315,176.04,176.30,174.36
05/05/2021,175.66,1912940,177.45,177.71,175.36
05/04/2021,176.21,4603630,176.74,177.02,174.01
05/03/2021,178.07,3685859,179.89,179.98,177.83
04/30/2021,178.92,2825542,178.02,179.49,177.88
04/29/2021,178.23,3222526,179.31,179.42,176.65
04/28/2021,178.18,2380670,178.17,179.14,177.77
04/27/2021,178.39,2219281,178.69,179.11,177.99
04/26/2021,178.60,2230458,178.42,179.17,177.44
04/23/2021,177.82,1911924,176.55,178.545,175.98
04/22/2021,175.98,2980037,178.17,178.43,175.33
04/21/2021,177.95,2770095,174.95,178.14,174.60
04/20/2021,175.61,4231039,177.22,177.63,174.30
04/19/2021,177.85,3515424,178.88,179.05,177.29
04/16/2021,179.87,2638033,178.92,180.105,178.44
04/15/2021,178.49,2515680,178.46,178.60,177.49
04/14/2021,177.22,3338329,179.38,180.16,176.85
04/13/2021,178.98,2675731,177.41,179.33,177.17
04/12/2021,177.11,3142797,175.97,177.28,175.82
04/09/2021,175.98,3046893,174.16,176.02,173.97
04/08/2021,174.32,3212506,174.47,174.72,173.20
04/07/2021,173.50,2524693,173.92,174.54,173.20
04/06/2021,174.02,3150965,173.11,174.70,172.99
04/05/2021,173.27,4314497,172.12,173.905,171.80
04/01/2021,169.42,4070000,169.59,169.70,168.85
03/31/2021,168.07,3968927,167.48,168.98,167.03
03/30/2021,166.77,3660883,164.43,167.02,163.77
03/29/2021,165.15,4679152,165.63,166.47,163.94
03/26/2021,166.06,4271349,165.34,166.18,163.165
03/25/2021,164.69,5659948,161.69,165.24,161.35
03/24/2021,163.26,4676194,166.48,167.365,163.26
03/23/2021,165.71,3995066,167.29,168.01,165.28
03/22/2021,167.28,3612136,167.36,168.71,166.66
03/19/2021,166.45,6060525,165.27,166.80,163.54
03/18/2021,165.46,5075896,168.02,168.76,165.18
03/17/2021,169.61,4355996,166.01,170.20,165.83
03/16/2021,167.26,3436809,169.01,169.33,166.49
03/15/2021,169.01,4402490,167.00,169.06,166.42
03/12/2021,166.77,4171691,164.52,166.775,164.06
03/11/2021,166.28,4229235,166.00,166.92,165.02
03/10/2021,163.77,7122900,165.08,165.99,162.61
03/09/2021,162.94,9307193,160.13,163.995,159.31
03/08/2021,157.01,6268083,157.45,160.22,156.74
03/05/2021,156.82,10313500,157.01,157.28,149.65
03/04/2021,155.83,9234823,159.26,160.30,152.84
03/03/2021,159.20,5562842,162.71,163.36,159.20
03/02/2021,163.03,3311230,165.16,165.52,162.95
03/01/2021,164.93,4350264,163.15,165.215,162.84
02/26/2021,161.15,6127726,162.54,163.28,159.01
02/25/2021,160.48,7320928,165.50,166.42,159.68
02/24/2021,166.68,3986771,164.74,166.90,162.98
02/23/2021,164.95,5384305,163.10,165.79,159.06
02/22/2021,166.04,2847035,168.00,168.59,165.89
02/19/2021,169.62,2511380,171.38,171.38,169.39
02/18/2021,170.61,2580040,168.77,171.16,168.65
02/17/2021,170.56,3220883,168.55,170.73,167.70
02/16/2021,169.58,2258203,170.65,170.87,169.11
02/12/2021,170.32,1997177,169.34,170.40,168.86
02/11/2021,170.08,1955840,171.00,171.59,169.26
02/10/2021,170.55,2441586,172.81,172.81,169.25
02/09/2021,172.25,1807698,172.66,173.08,172.04
02/08/2021,173.21,2360441,173.35,173.46,172.15
02/05/2021,172.23,2232093,171.20,172.81,170.86
02/04/2021,170.60,2571448,169.58,170.60,169.06
02/03/2021,168.80,2031420,170.30,170.4666,168.68
02/02/2021,169.75,2700719,167.51,170.87,167.49
02/01/2021,166.22,3251295,163.89,166.40,162.89
01/29/2021,162.01,5416710,164.92,165.29,161.09
01/28/2021,165.88,3921702,164.58,167.52,163.61
01/27/2021,165.36,5620689,168.69,168.79,164.53
01/26/2021,170.62,3729176,171.32,171.48,169.98
01/25/2021,170.73,5880274,170.54,171.96,167.3373
01/22/2021,170.10,2225645,169.78,170.4069,169.11
01/21/2021,170.68,3343963,170.79,171.79,170.49
01/20/2021,169.89,3434366,168.31,170.37,167.79
01/19/2021,166.74,3174329,167.21,167.48,166.09
01/15/2021,165.80,3635740,166.82,167.34,165.14
01/14/2021,167.09,3014951,168.35,169.17,166.89
01/13/2021,168.16,2827322,168.35,168.805,167.32
01/12/2021,168.17,5697712,166.51,168.80,166.31
01/11/2021,165.64,3710548,166.82,167.50,165.19
01/08/2021,168.79,4642159,167.34,168.96,166.29
01/07/2021,165.38,3362779,163.72,166.03,163.66
01/06/2021,162.25,4415992,160.79,164.01,160.15
01/05/2021,160.61,3131211,158.50,161.06,158.45
01/04/2021,159.42,9060195,161.78,161.89,157.44
12/31/2020,160.78,2929651,160.71,160.98,159.93
12/30/2020,160.69,2440695,160.30,160.925,160.13
12/29/2020,159.73,2431202,160.24,160.53,158.98
12/28/2020,159.68,2912501,159.42,160.32,158.60
12/24/2020,157.88,1048821,157.70,158.12,157.21
12/23/2020,157.55,2172967,157.24,158.05,156.57
12/22/2020,157.21,3726599,157.63,157.70,155.83
12/21/2020,157.89,3952165,157.40,158.81,156.27
12/18/2020,159.99,4946372,161.04,161.13,159.28
12/17/2020,160.77,1988746,160.50,160.80,160.04
12/16/2020,159.68,2221727,158.93,160.08,158.87
12/15/2020,158.64,2326300,157.91,158.67,157.19
12/14/2020,156.53,3407484,157.72,158.62,156.48
12/11/2020,156.30,2067158,156.47,157.03,155.23
12/10/2020,157.05,2903011,156.58,157.72,155.93
12/09/2020,157.19,6030412,158.37,158.45,156.52
12/08/2020,157.34,2478452,156.91,157.44,156.12
12/07/2020,157.67,4215580,157.68,157.745,156.87
12/04/2020,158.03,2089284,158.20,158.4299,157.72
12/03/2020,157.88,3005736,157.48,158.75,157.48
12/02/2020,157.44,2154615,157.81,157.81,156.77
12/01/2020,158.43,4369116,158.49,159.16,157.49
11/30/2020,157.26,3288012,157.98,158.06,155.21
11/27/2020,158.22,1108264,158.60,158.79,157.74
11/25/2020,157.88,2312351,157.57,158.14,157.13
11/24/2020,157.69,2732835,156.85,158.21,156.40
11/23/2020,155.38,2306109,154.54,155.79,154.125
11/20/2020,153.69,2066734,154.65,154.76,153.64
11/19/2020,154.50,2107214,153.71,154.65,153.38
11/18/2020,153.74,2707605,154.72,155.96,153.70
11/17/2020,154.80,2919789,154.91,155.51,153.63
11/16/2020,155.46,3932297,155.00,155.51,153.83
11/13/2020,153.45,2231761,151.87,153.705,151.65
11/12/2020,151.00,2964886,153.05,153.065,150.135
11/11/2020,153.05,3703465,152.69,153.77,152.11
11/10/2020,151.72,8882619,152.11,152.47,150.11
11/09/2020,152.26,4891333,158.04,158.04,152.07
11/06/2020,152.76,2423550,152.77,153.03,151.46
11/05/2020,153.22,3240046,152.93,154.15,152.2599
11/04/2020,150.29,4270617,148.90,152.0759,148.60
11/03/2020,147.16,2837749,145.52,147.99,144.78
11/02/2020,143.99,3990906,144.84,145.35,142.41
10/30/2020,142.97,4991626,145.03,145.55,141.74
10/29/2020,146.16,3033928,145.66,147.84,144.62
10/28/2020,145.24,4586428,147.29,148.03,145.08
10/27/2020,149.98,3120736,150.45,150.90,149.56
10/26/2020,150.05,3150116,151.43,152.05,147.915
10/23/2020,152.99,1957539,152.28,153.01,151.11
10/22/2020,151.66,2068109,151.33,151.83,149.70
10/21/2020,151.35,2769908,152.01,153.07,150.90
10/20/2020,152.18,4260407,151.85,154.06,151.44
10/19/2020,150.97,2577000,153.85,154.46,150.60
10/16/2020,152.85,2105617,154.94,155.68,152.38
10/15/2020,154.25,2379053,151.70,154.54,151.25
10/14/2020,153.68,3805374,155.73,155.89,152.99
10/13/2020,155.40,3413072,155.11,156.10,154.5901
10/12/2020,155.43,3197227,154.46,156.1415,154.24
10/09/2020,153.39,3681474,152.60,153.75,152.41
10/08/2020,151.81,2533327,151.80,151.91,150.695
10/07/2020,150.82,2502953,149.24,151.18,149.24
10/06/2020,147.45,3977298,150.37,151.05,147.21
10/05/2020,150.23,2320379,149.06,150.395,148.93
10/02/2020,148.27,4090945,146.12,148.77,146.06
10/01/2020,148.90,3879579,148.43,149.03,147.49
09/30/2020,146.98,4474396,146.23,148.72,146.05
09/29/2020,145.79,3028827,146.86,146.959,145.69
09/28/2020,146.93,2662675,145.81,147.27,145.22
09/25/2020,143.92,2514322,142.03,144.41,141.04
09/24/2020,142.07,4498673,141.48,144.06,140.40
09/23/2020,142.13,3965354,146.00,146.27,141.84
09/22/2020,144.50,3819341,142.38,144.63,141.91
09/21/2020,141.51,4217906,141.29,141.67,139.0323
09/18/2020,143.89,5423621,146.38,146.435,142.69
09/17/2020,145.92,4424640,145.84,146.87,144.70
09/16/2020,148.00,2608622,149.45,150.03,147.93
09/15/2020,148.83,2706225,148.55,149.34,148.06
09/14/2020,147.62,2778340,147.69,148.76,147.04
09/11/2020,146.07,3798254,146.84,147.51,144.69
09/10/2020,145.85,6277087,148.71,150.28,145.37
09/09/2020,147.97,3712940,146.59,149.07,145.735
09/08/2020,145.23,7606291,144.74,147.27,144.05
09/04/2020,147.16,6669885,149.36,150.21,143.62
09/03/2020,148.88,7571015,153.32,153.43,147.45
09/02/2020,153.76,4077423,152.71,154.14,151.84
09/01/2020,151.66,4952274,150.23,151.75,150.02
08/31/2020,150.09,3512483,150.51,150.955,149.89
08/28/2020,150.53,2137875,150.32,150.80,149.74
08/27/2020,149.55,3085432,150.92,151.02,148.99
08/26/2020,150.36,2792253,148.90,150.60,148.76
08/25/2020,148.89,2599027,148.75,148.90,147.68
08/24/2020,148.40,2642251,147.18,148.46,147.17
08/21/2020,146.18,1823841,145.28,146.26,145.25
08/20/2020,145.43,1663269,144.77,145.85,144.40
08/19/2020,145.65,2655410,146.91,146.95,145.44
08/18/2020,146.34,2587680,146.00,146.66,144.91
08/17/2020,145.44,1608972,144.77,145.62,144.14
08/14/2020,143.59,1687059,143.60,143.91,142.97
08/13/2020,143.60,2371377,143.53,144.46,143.30
08/12/2020,143.66,3815599,143.18,143.96,142.63
08/11/2020,141.78,3546913,142.87,143.67,141.45
08/10/2020,142.06,2280328,140.88,142.22,140.66
08/07/2020,140.38,2976535,140.18,140.80,139.36
08/06/2020,140.17,2156094,138.99,140.47,138.79
08/05/2020,139.49,3268368,138.35,139.56,138.13
08/04/2020,137.81,2670092,136.44,137.85,136.42
08/03/2020,136.71,2794600,137.44,137.48,136.54
07/31/2020,137.00,3807170,137.97,138.21,135.49
07/30/2020,136.29,3970443,135.42,136.95,134.63
07/29/2020,136.40,2247524,135.92,136.69,135.71
07/28/2020,135.03,2559821,136.11,136.66,134.83
07/27/2020,136.38,2449656,136.12,136.69,135.40
07/24/2020,135.54,3143802,134.54,136.13,133.87
07/23/2020,135.30,3433847,137.51,137.51,134.37
07/22/2020,137.36,2660497,135.96,137.44,135.83
07/21/2020,136.19,2657904,137.04,137.23,135.69
07/20/2020,135.98,2735803,133.94,136.33,133.61
07/17/2020,133.84,3094657,134.99,134.99,133.3596
07/16/2020,134.47,3024682,133.74,134.85,133.28
07/15/2020,134.83,3752862,134.80,135.23,132.92
07/14/2020,132.93,5737048,130.97,133.01,129.43
07/13/2020,131.62,6641270,134.51,136.50,131.25
07/10/2020,133.31,6456353,131.82,133.41,130.95
07/09/2020,131.74,3112394,132.35,132.44,129.62
07/08/2020,131.89,2739961,130.73,131.92,130.12
07/07/2020,130.50,3446631,131.96,132.38,130.28
07/06/2020,132.58,3557949,131.44,132.64,131.11
07/02/2020,129.51,3664259,130.94,131.65,129.18
07/01/2020,129.00,5586407,127.89,129.53,127.79
06/30/2020,127.71,3364938,126.00,128.295,125.613
06/29/2020,126.10,3911330,124.30,126.20,122.93
06/26/2020,123.75,5748505,126.68,126.95,123.54
06/25/2020,126.72,4884674,126.02,126.86,124.77
06/24/2020,126.55,5981477,128.63,129.09,124.98
06/23/2020,129.40,3673804,129.77,130.21,129.01
06/22/2020,128.39,2837884,126.87,128.50,126.30
06/19/2020,127.38,6691951,129.99,130.24,126.97
06/18/2020,128.38,2766752,128.35,129.07,127.80
06/17/2020,128.85,3175214,129.73,130.17,128.53
06/16/2020,129.19,5083444,130.38,130.54,126.59
06/15/2020,126.53,4996497,122.59,126.93,121.92
06/12/2020,125.34,5994757,127.44,127.88,122.80
06/11/2020,124.11,6867784,126.77,128.66,123.81
06/10/2020,130.97,3892230,132.73,132.75,130.83
06/09/2020,132.21,4344916,132.08,132.95,131.24
06/08/2020,133.25,3502454,132.01,133.30,132.01
06/05/2020,131.25,5844661,131.23,131.9887,130.58
06/04/2020,128.18,4985779,128.53,129.31,127.50
06/03/2020,128.83,5531065,127.06,129.23,127.06
06/02/2020,126.44,4226686,125.93,126.44,125.28
06/01/2020,125.37,3331277,124.34,125.82,124.24
05/29/2020,124.19,6507996,123.70,124.64,122.75
05/28/2020,123.74,3646981,125.63,126.08,123.405
05/27/2020,125.26,5765629,124.62,125.28,122.10
05/26/2020,123.15,4564260,124.44,124.75,122.97
05/22/2020,121.23,3821024,121.36,121.56,120.30
05/21/2020,121.41,4558596,121.28,122.07,119.94
05/20/2020,120.98,3854136,121.39,121.4188,120.23
05/19/2020,119.42,5256835,119.59,121.41,119.13
05/18/2020,119.85,5117037,118.64,120.398,118.52
05/15/2020,115.48,6278256,113.22,115.50,112.84
05/14/2020,114.15,5718373,111.09,114.20,110.06
05/13/2020,112.47,6681084,114.27,114.92,111.35
05/12/2020,114.44,5972398,117.50,117.77,114.38
05/11/2020,117.00,4043612,116.24,117.96,116.08
05/08/2020,117.26,3936588,116.49,117.37,115.85
05/07/2020,115.02,5333595,114.65,115.59,114.5975
05/06/2020,113.24,3905014,114.00,114.48,113.075
05/05/2020,113.26,4546841,114.35,114.69,113.02
05/04/2020,112.85,4606904,110.76,112.90,110.12
05/01/2020,112.24,6276608,113.02,113.94,111.37
04/30/2020,116.60,5053528,116.48,117.30,115.3988
04/29/2020,117.33,4998795,117.03,118.21,116.38
04/28/2020,114.80,4729440,116.49,116.90,114.22
04/27/2020,114.35,4119671,113.40,115.09,113.29
04/24/2020,112.25,2914498,111.52,112.75,110.495
04/23/2020,110.38,4129555,110.96,112.02,109.98
04/22/2020,110.41,3385690,110.09,111.18,109.47
04/21/2020,108.08,4327909,109.11,109.83,107.24
04/20/2020,110.96,3413066,111.70,113.19,110.7701
04/17/2020,112.93,4383922,112.36,113.20,110.97
04/16/2020,109.69,4609191,108.84,111.00,107.80
04/15/2020,108.39,3808761,108.07,109.14,107.08
04/14/2020,110.82,5744700,108.88,111.03,108.37
04/13/2020,106.65,3411719,106.26,107.05,104.65
04/09/2020,106.68,5322906,106.30,108.44,105.6517
04/08/2020,104.79,4165482,102.83,105.21,102.09
04/07/2020,101.59,7009093,104.73,105.505,101.37
04/06/2020,100.10,5303916,95.79,100.63,95.79
04/03/2020,92.41,5180054,93.48,93.95,91.23
04/02/2020,94.05,5998824,93.15,95.48,91.98
04/01/2020,93.70,6758401,94.35,95.95,92.87
03/31/2020,98.08,5152333,99.23,100.69,97.82
03/30/2020,100.10,6660260,98.64,100.49,96.925
03/27/2020,98.05,5131145,98.36,100.64,96.89
03/26/2020,101.45,6495561,98.48,102.10,98.01
03/25/2020,97.42,9998946,97.44,101.07,95.03
03/24/2020,95.74,10373690,92.34,95.895,91.95
03/23/2020,87.53,7654169,86.86,89.31,84.66
03/20/2020,87.81,12891720,91.56,94.47,87.66
03/19/2020,90.50,7442125,87.08,93.06,84.19
03/18/2020,87.45,13828880,86.82,89.12,81.7378
03/17/2020,92.78,13567050,91.34,94.73,86.245
03/16/2020,89.34,8408900,91.05,95.85,88.64
03/13/2020,102.30,8037076,101.60,102.37,95.97
03/12/2020,96.34,9980826,99.07,102.67,95.25
03/11/2020,107.17,7627558,110.27,110.82,106.14
03/10/2020,113.37,10969640,111.21,113.37,107.37
03/09/2020,107.43,8414870,106.08,110.70,103.50
03/06/2020,114.65,8327470,112.89,115.27,112.17
03/05/2020,116.44,7299838,118.06,118.83,115.54
03/04/2020,120.95,7342410,118.74,121.05,117.45
03/03/2020,116.91,14774260,120.16,121.74,115.80
03/02/2020,119.81,9511225,116.18,119.82,114.55
02/28/2020,115.83,20617110,112.80,116.00,112.53
02/27/2020,116.58,17717160,119.00,121.48,116.52
02/26/2020,121.49,12360390,123.19,124.33,121.18
02/25/2020,122.46,14609930,126.92,127.19,122.17
02/24/2020,125.82,8753592,125.88,127.04,125.20
02/21/2020,130.30,6161330,131.74,131.88,129.96
02/20/2020,132.32,5416369,132.16,132.68,130.69
02/19/2020,132.27,2318071,132.15,132.73,132.08
02/18/2020,131.68,3370054,131.50,132.11,130.95
02/14/2020,131.69,2479787,132.14,132.30,131.33
02/13/2020,131.89,3553398,131.60,132.38,131.23
02/12/2020,132.12,3905516,131.43,132.192,131.41
02/11/2020,130.78,5507862,130.29,131.34,129.97
02/10/2020,129.76,2933621,128.21,129.77,128.21
02/07/2020,128.31,3633784,128.29,128.9199,127.79
02/06/2020,128.87,5519882,129.45,129.48,128.87
02/05/2020,129.16,6677013,129.36,129.5157,128.26
02/04/2020,128.51,8348620,128.06,128.94,127.77
02/03/2020,126.21,8082244,126.02,127.77,126.01
01/31/2020,125.32,8422254,127.56,127.73,125.06
01/30/2020,125.00,5230465,124.23,125.13,123.98
01/29/2020,125.21,2930064,125.69,126.18,125.12
01/28/2020,125.28,5907730,124.67,125.75,124.19
01/27/2020,124.07,7877101,123.23,124.71,122.99
01/24/2020,125.95,5690930,127.98,128.05,125.40
01/23/2020,127.73,3995908,126.89,127.89,126.24
01/22/2020,127.54,3965084,128.07,128.53,127.4302
01/21/2020,127.60,4001934,127.34,127.79,126.92
01/17/2020,127.99,6736581,127.88,128.17,127.73
01/16/2020,127.54,4349534,127.14,127.56,127.03
01/15/2020,126.41,3261867,126.35,126.85,126.10
